,id,created_at,username,location,following,followers,retweetcount,favorite,text
0,1577965804678692866,2022-10-06 10:15:39+00:00,NorthLapp7,Ohio,239,168,0,0,"@AdamParkhomenko @DecisionDeskHQ When you live in Ohio and KNOW who Tim Ryan really is, there is NO toss up.  There… https://t.co/RjeXVKPZ2Z"
1,1577717483204743169,2022-10-05 17:48:55+00:00,ShadowwBan,,156,104,0,2,"@kforbs @TimRyan Dems advocate for policies that u refuse to live by, we must vote Democrats out!!  Martha's Vineya… https://t.co/ei8oNV3KIL"
2,1576918642469412865,2022-10-03 12:54:36+00:00,JasonBica,"Akron, OH",73,113,0,0,"#Ohio, how is #TaxingTimRyan ahead of #JDVance?  Tim Ryan has voted along with Pelosi and the Democrats, Ryan is an… https://t.co/oah5qtA0We"
3,1576273737011236864,2022-10-01 18:11:59+00:00,rachael_switzer,,506,663,0,0,@TimRyan How kind of u2 read names of people that u send false promises2 i am sure they don't need 2hear their name… https://t.co/siGf4e2HkQ
4,1576197495197089792,2022-10-01 13:09:01+00:00,rachael_switzer,,506,663,0,0,"@TimRyan I guess a money lesson needs 2b taught 
Businesses owner=capital
Capital=money
Money=invest n2 cities/stat… https://t.co/tNAohd1vXv"
5,1576189463662772224,2022-10-01 12:37:06+00:00,rachael_switzer,,506,663,0,0,@TimRyan Such a blanket falsehood with no data to back it up but that's what the dem's are good at lying more lies… https://t.co/114sMEBvh2
6,1575907808142249984,2022-09-30 17:57:55+00:00,Cherib1965,"Grand Rapids, MI",3535,4234,0,0,"@TimRyan It's the DEMs that created this crisis. The answer is not to do more of what is working.
#VoteJDVance"
7,1575889854411726849,2022-09-30 16:46:34+00:00,rachael_switzer,,506,663,0,0,@TimRyan Our constitution republic is on the ballot #VoteRed down ballot ur freedom/ liberties r worth fighting4… https://t.co/On8HyJmz70
8,1575683861841059841,2022-09-30 03:08:02+00:00,pickles_couger,,861,899,0,0,@TimRyan #voteJDVance
9,1575655278623657984,2022-09-30 01:14:27+00:00,kraiglbarth,"Poland, OH",361,215,0,0,"@TimRyan Your #LyinRyan. Anyone that votes for you, is a M0R0N!

You’re only out for yourself!

#VoteJDVance"
10,1575462407065010176,2022-09-29 12:28:03+00:00,baldridge_pam,,1061,639,0,0,#VoteJDVance https://t.co/3uOGUY272P
