,id,created_at,username,location,following,followers,retweetcount,favorite,text
0,1578020585351045120,2022-10-06 13:53:20+00:00,G_sch14,,414,123,9,0,"RT @wsmartin218: EXCLUSIVE: @JDVance1 To Call Out Chinese Purchases Of American Farmland In New Ad via @DailyCaller 

""Tim Ryan and Joe Bid…"
1,1578020539972472836,2022-10-06 13:53:09+00:00,nketter13,"Wichita, KS",584,416,9,0,"RT @wsmartin218: EXCLUSIVE: @JDVance1 To Call Out Chinese Purchases Of American Farmland In New Ad via @DailyCaller 

""Tim Ryan and Joe Bid…"
2,1578020401749184513,2022-10-06 13:52:36+00:00,Heather29335699,"Los Angeles, CA",324,132,9,0,"RT @wsmartin218: EXCLUSIVE: @JDVance1 To Call Out Chinese Purchases Of American Farmland In New Ad via @DailyCaller 

""Tim Ryan and Joe Bid…"
3,1578020197956341760,2022-10-06 13:51:48+00:00,lectric54,,723,170,27,0,"RT @JDVancePress: PERRYSBURG, OH – @DonaldJTrumpJr hits the campaign trail with @JDVance1 to let people know that Tim Ryan is a two-faced p…"
4,1578020080939831297,2022-10-06 13:51:20+00:00,grandma_joni,Ohio,129,208,27,0,"RT @JDVancePress: PERRYSBURG, OH – @DonaldJTrumpJr hits the campaign trail with @JDVance1 to let people know that Tim Ryan is a two-faced p…"
5,1578020036429877253,2022-10-06 13:51:09+00:00,VotreChoix2,,387,214,9,0,"RT @wsmartin218: EXCLUSIVE: @JDVance1 To Call Out Chinese Purchases Of American Farmland In New Ad via @DailyCaller 

""Tim Ryan and Joe Bid…"
6,1578019827108962304,2022-10-06 13:50:19+00:00,Rational_Kraken,Beyond Stage 1,428,44,9,0,"RT @wsmartin218: EXCLUSIVE: @JDVance1 To Call Out Chinese Purchases Of American Farmland In New Ad via @DailyCaller 

""Tim Ryan and Joe Bid…"
7,1578019564323237896,2022-10-06 13:49:16+00:00,navynuc75,,621,562,9,0,"RT @wsmartin218: EXCLUSIVE: @JDVance1 To Call Out Chinese Purchases Of American Farmland In New Ad via @DailyCaller 

""Tim Ryan and Joe Bid…"
8,1578019419959316480,2022-10-06 13:48:42+00:00,PutnamGOP,"Ottawa, Ohio",240,145,9,0,"RT @wsmartin218: EXCLUSIVE: @JDVance1 To Call Out Chinese Purchases Of American Farmland In New Ad via @DailyCaller 

""Tim Ryan and Joe Bid…"
9,1578019144640888832,2022-10-06 13:47:36+00:00,DailyCaller,"Washington, DC",7593,899380,9,0,"RT @wsmartin218: EXCLUSIVE: @JDVance1 To Call Out Chinese Purchases Of American Farmland In New Ad via @DailyCaller 

""Tim Ryan and Joe Bid…"
10,1578017580098486272,2022-10-06 13:41:23+00:00,ThaDavidHelmick,"Mahoning Valley, Ohio, USA",996,208,9,0,"RT @wsmartin218: EXCLUSIVE: @JDVance1 To Call Out Chinese Purchases Of American Farmland In New Ad via @DailyCaller 

""Tim Ryan and Joe Bid…"
11,1578017346194644992,2022-10-06 13:40:28+00:00,xman077,Southwest OH,11721,11929,11,0,RT @ohioaflcio: This @POTUS has put America back on track to be the leading manufacturer of the 21st Century. While @JDVance1 has made it c…
12,1578017337852280832,2022-10-06 13:40:26+00:00,coachlen9,"Niles, Ohio",247,162,10,0,RT @dchase: Mitch McConnell's $33m bailout of @JDVance1 ain't working and @TimRyan has defended his lead with no outside spending from nati…
13,1578017228028518400,2022-10-06 13:39:59+00:00,CatWoma24027331,Free State of Florida ,2187,2083,98,0,RT @JDVancePress: MARION COUNTY - @JDVance1 and @DonaldJTrumpJr spoke with a PACKED HOUSE about what we need to do to take this country bac…
14,1578017213197451265,2022-10-06 13:39:56+00:00,wsmartin218,"Cincinnati, OH",2572,6003,9,28,"EXCLUSIVE: @JDVance1 To Call Out Chinese Purchases Of American Farmland In New Ad via @DailyCaller 

""Tim Ryan and… https://t.co/Vyjl0ACCle"
15,1578016115539812352,2022-10-06 13:35:34+00:00,dansewell,Cincinnati,3346,4958,0,0,"Donald Trump Jr. visits Ohio to rally GOP voters behind J.D. Vance in Senate race #OHSEN
By ⁦@haleybemiller⁩… https://t.co/R698EKiPCR"
16,1578015612672040960,2022-10-06 13:33:34+00:00,haleybemiller,"Columbus, OH",1177,3810,0,0,"Vance and Trump Jr. spent yesterday telling voters that Ryan isn’t a moderate, while Ryan is feeling confident abou… https://t.co/1MdQUjmVZX"
17,1578014772020346881,2022-10-06 13:30:14+00:00,WarrenCoDemsOH,"Lebanon, OH",4147,2806,11,0,RT @ohioaflcio: This @POTUS has put America back on track to be the leading manufacturer of the 21st Century. While @JDVance1 has made it c…
18,1578013442455527430,2022-10-06 13:24:57+00:00,MasonBikedude,Ohio,1572,953,10,0,RT @dchase: Mitch McConnell's $33m bailout of @JDVance1 ain't working and @TimRyan has defended his lead with no outside spending from nati…
19,1578012686482538498,2022-10-06 13:21:57+00:00,pltclkmbrly,,1634,572,10,0,RT @dchase: Mitch McConnell's $33m bailout of @JDVance1 ain't working and @TimRyan has defended his lead with no outside spending from nati…
20,1578012172709679104,2022-10-06 13:19:54+00:00,Pinoyadjacent32,Ohio,3923,1686,10,0,RT @dchase: Mitch McConnell's $33m bailout of @JDVance1 ain't working and @TimRyan has defended his lead with no outside spending from nati…
21,1578011160670097408,2022-10-06 13:15:53+00:00,rannshaffer,,241,19,98,0,RT @JDVancePress: MARION COUNTY - @JDVance1 and @DonaldJTrumpJr spoke with a PACKED HOUSE about what we need to do to take this country bac…
22,1578010869958692864,2022-10-06 13:14:44+00:00,mfaria11,"Toms River, NJ",2042,2430,10,0,RT @dchase: Mitch McConnell's $33m bailout of @JDVance1 ain't working and @TimRyan has defended his lead with no outside spending from nati…
23,1578010590974468098,2022-10-06 13:13:37+00:00,DonMossOH,Ohio,465,443,4,0,RT @chevytothe_levy: Actual real-life pharmacy technician 👇 #ohsen
24,1578010536825978881,2022-10-06 13:13:24+00:00,DonMossOH,Ohio,465,443,6,0,RT @chevytothe_levy: What’s notable? Most came from a major Ohio employer and the total amounts to 0.16% of what Tim raised last quarter al…
25,1578010516135546882,2022-10-06 13:13:19+00:00,jenhouse,"Columbus, Ohio",2153,3198,19,0,RT @chevytothe_levy: This is so pathetic. It’s 0.05% of what Tim’s raised over a career in which he’s helped pass the most consequential an…
26,1578010394290896901,2022-10-06 13:12:50+00:00,DonMossOH,Ohio,465,443,10,0,RT @dchase: Mitch McConnell's $33m bailout of @JDVance1 ain't working and @TimRyan has defended his lead with no outside spending from nati…
27,1578008899256553472,2022-10-06 13:06:54+00:00,TankBag,Over the center of the earth.,4915,1057,19,0,RT @chevytothe_levy: This is so pathetic. It’s 0.05% of what Tim’s raised over a career in which he’s helped pass the most consequential an…
28,1578008662462926848,2022-10-06 13:05:57+00:00,ButterMLKe,,1690,438,19,0,RT @chevytothe_levy: This is so pathetic. It’s 0.05% of what Tim’s raised over a career in which he’s helped pass the most consequential an…
29,1578007679272103936,2022-10-06 13:02:03+00:00,Valkyriebait,,314,179,6,0,RT @chevytothe_levy: What’s notable? Most came from a major Ohio employer and the total amounts to 0.16% of what Tim raised last quarter al…
30,1578006887869603846,2022-10-06 12:58:54+00:00,JustinBarasky,"Columbus, OH",2020,8574,4,0,RT @chevytothe_levy: Actual real-life pharmacy technician 👇 #ohsen
31,1578006851282771968,2022-10-06 12:58:45+00:00,VictoriaZapatos,Los Angeles,256,110,98,0,RT @JDVancePress: MARION COUNTY - @JDVance1 and @DonaldJTrumpJr spoke with a PACKED HOUSE about what we need to do to take this country bac…
32,1578006828713222144,2022-10-06 12:58:40+00:00,Charlen22337645,,1125,251,11,0,RT @dchase: Team Ryan just *shattering* Ohio fundraising records left and right. 💪💪💪 #ohsen
33,1578006810031755265,2022-10-06 12:58:36+00:00,NatinOhio,Southeast Ohio ,1053,897,4,0,RT @chevytothe_levy: Actual real-life pharmacy technician 👇 #ohsen
34,1578006766667071489,2022-10-06 12:58:25+00:00,The_Jim_Martin,,46,68,0,1,"Before democrats took over:
✅US was energy independent
✅Keystone was being built
✅Putin's pipeline was on hold
✅Gas… https://t.co/sZrWKmGdru"
35,1578006377489907712,2022-10-06 12:56:52+00:00,jordanfuja,"Columbus, OH",772,1133,6,0,RT @chevytothe_levy: What’s notable? Most came from a major Ohio employer and the total amounts to 0.16% of what Tim raised last quarter al…
36,1578006193976516608,2022-10-06 12:56:09+00:00,paulbenpeters,"Columbus, OH",522,625,4,0,RT @chevytothe_levy: Actual real-life pharmacy technician 👇 #ohsen
37,1578006091316838401,2022-10-06 12:55:44+00:00,chevytothe_levy,Ohio,2642,3630,4,14,Actual real-life pharmacy technician 👇 #ohsen https://t.co/d9uZ213m7t
38,1578005898773012482,2022-10-06 12:54:58+00:00,Brendan_Heil,"Cleveland, OH",1754,1271,10,0,RT @dchase: Mitch McConnell's $33m bailout of @JDVance1 ain't working and @TimRyan has defended his lead with no outside spending from nati…
39,1578005825578311681,2022-10-06 12:54:41+00:00,UCRPOhio,"Union County, OH",645,659,14,0,RT @JDVancePress: ‼️BREAKING: Tim Ryan has taken thousands in contributions from the giants behind the opioid epidemic and voted against le…
40,1578005502545502208,2022-10-06 12:53:24+00:00,SpencerDirrig,"Columbus, OH",2041,1559,10,0,RT @dchase: Mitch McConnell's $33m bailout of @JDVance1 ain't working and @TimRyan has defended his lead with no outside spending from nati…
41,1578005473781026816,2022-10-06 12:53:17+00:00,appodlachia,Appalachia,1605,18488,6,0,RT @chevytothe_levy: What’s notable? Most came from a major Ohio employer and the total amounts to 0.16% of what Tim raised last quarter al…
42,1578005277785350145,2022-10-06 12:52:30+00:00,JoyfulMrsBerry,"Ohio, USA",4980,4177,58,0,"RT @chevytothe_levy: NEW in #OHSEN: @TimRyan raised $17.2M in Q3, nearly 2x his last haul.

🔥 105k new grassroots donors
🔥 average online g…"
43,1578004583514767361,2022-10-06 12:49:45+00:00,JustinBarasky,"Columbus, OH",2020,8574,6,0,RT @chevytothe_levy: What’s notable? Most came from a major Ohio employer and the total amounts to 0.16% of what Tim raised last quarter al…
44,1578004576464166913,2022-10-06 12:49:43+00:00,jmvasilj,"Columbus, OH",1341,468,6,0,RT @chevytothe_levy: What’s notable? Most came from a major Ohio employer and the total amounts to 0.16% of what Tim raised last quarter al…
45,1578004458260369408,2022-10-06 12:49:15+00:00,chevytothe_levy,Ohio,2642,3630,6,14,What’s notable? Most came from a major Ohio employer and the total amounts to 0.16% of what Tim raised last quarter… https://t.co/BFXiP7a8Kj
46,1578004271815090177,2022-10-06 12:48:30+00:00,BrettJo48023366,,65,48,33,0,"RT @TaylorPopielarz: Just in:

#OHSen candidate @TimRyan (D) raised $17.2 million between July and September, his campaign says.

•105,455…"
47,1578003658578460673,2022-10-06 12:46:04+00:00,jackpandol,"Alexandria, VA",4346,4230,0,2,Everything Tim Ryan does is so fake. https://t.co/M1JlsU2i2Z #ohsen https://t.co/dMWTdBx7oK https://t.co/0ileSR3nfq
48,1578000650889486336,2022-10-06 12:34:07+00:00,kjgillenwater,"Wyoming, USA",2273,4403,202,0,RT @wsmartin218: 🚨NEW: Tim Ryan took contributions from the giants at the heart of the opioid crisis while voting down bills to help Ohioan…
49,1578000208880979976,2022-10-06 12:32:22+00:00,ZoomZoomGal,"Ohio, USA",1392,1048,202,0,RT @wsmartin218: 🚨NEW: Tim Ryan took contributions from the giants at the heart of the opioid crisis while voting down bills to help Ohioan…
50,1577999806147993602,2022-10-06 12:30:46+00:00,filibadger,"Columbus, OH",1142,1809,10,0,RT @dchase: Mitch McConnell's $33m bailout of @JDVance1 ain't working and @TimRyan has defended his lead with no outside spending from nati…
