,id,created_at,username,location,following,followers,retweetcount,favorite,text
0,1578014992087285760,2022-10-06 13:31:06+00:00,realrkwest,"Tacoma, WA",6732,6150,5,0,RT @BigBlueWaveUSA: @JDVance1 JD #ScammerVance is nothing but a Trump worshipper who has already copied his idol by ripping off Ohioans thr…
1,1578002262240149505,2022-10-06 12:40:31+00:00,pamp00vey,"Toledo, OH",44,114,0,0,#OHdeptofhealth #OHschoolboards #ohioag #ohiochamber #OhioDemocracy #OhioRepublicans  #FirstFreedomOH #lscohio… https://t.co/Fp3o3nNoNY
2,1578000668450852865,2022-10-06 12:34:11+00:00,ThirdAngie,"New Jersey, USA",4994,4525,0,0,"@DonaldJTrumpJr @JDVance1 @TimRyan #TimRyan #VoteBlueToSaveAmerica 
🎯🎯🎯🎯🎯🎯🎯🎯JD Vance is a terrible human https://t.co/lfF6jBAZHk"
3,1577999089584816132,2022-10-06 12:27:55+00:00,noble_road,"Ohio, USA",7460,7898,1,0,RT @_PaulWasilewski: @noble_road We can't Trust #TimRyan #OHSen and he's Wrong for Ohio in 2022!
4,1577998549341593600,2022-10-06 12:25:46+00:00,_PaulWasilewski,Northeast Ohio,335,179,1,3,@noble_road We can't Trust #TimRyan #OHSen and he's Wrong for Ohio in 2022!
5,1577996625552834560,2022-10-06 12:18:07+00:00,LeighCBrandt,U.S.,18236,18060,7,0,"RT @FlossObama: My man, @TimRyan rocking 𝙏𝙃𝙀 Ohio State hoodie on @TheLastWord tonight. 

#OHSen
#TimRyan https://t.co/5OvlyCpnyl"
6,1577996206973796353,2022-10-06 12:16:28+00:00,stevesi28838948,"Orlando, Florida",918,870,0,0,Holly crap! #TimRyan https://t.co/d4N6CchSaR
7,1577995114307362821,2022-10-06 12:12:07+00:00,bunny59,"Cleveland, OH",341,131,0,0,@TimRyan @funder Late to the party- but just donated (again)! #TeamTim #TimRyan #NeverBetAgainstOhio
8,1577982581366194176,2022-10-06 11:22:19+00:00,RichardThiedem1,"Mentor, OH",76,6,0,0,No one is shocked by this. He is a rat. #TimRyan #dirtbag #liar  https://t.co/gUvYX1x9zz
9,1577967035946082305,2022-10-06 10:20:33+00:00,DrDaveSalisbury,"Dayton, OH",293,319,0,0,"@AdamParkhomenko @DecisionDeskHQ And there's this, about which he seems to have no interest in speaking, including… https://t.co/fdj1BMVT6Z"
10,1577965601334743040,2022-10-06 10:14:51+00:00,PHEBE75285640,,109,111,0,0,"NOPE.

#TimRyan 

BLUE WAVE FOLKS🙏❤️🇺🇸

🆘VOTE. VOTE. VOTE🆘
While you still can America. https://t.co/apwufIdLkn"
11,1577958876485484544,2022-10-06 09:48:07+00:00,LLH713,TX/OK,6613,6057,2,0,"RT @chasbottom: #Ohio's #TimRyan, shoveling opioid suppliers money into his pockets."
12,1577951837315293185,2022-10-06 09:20:09+00:00,LadyBeatrice45,USA,2710,2751,2,0,"RT @chasbottom: #Ohio's #TimRyan, shoveling opioid suppliers money into his pockets."
13,1577950841339797505,2022-10-06 09:16:12+00:00,LindaMasseyFL,"Fernandina Beach, FL",818,339,0,0,#TimRyan https://t.co/TBUM960ytf
14,1577924584212512771,2022-10-06 07:31:51+00:00,niYgnaYniYgnaY,United States,1621,364,0,0,@DonaldJTrumpJr Thanks for reminding all of us to vote for Tim Ryan. #Ohio #TimRyan
